bookID,title,authors,year,publisher,subject
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,"""Dan Harrington,Bill Robertie""",1979,Two Plus Two Publishing LLC,Language
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,"""Dan Harrington,Bill Robertie""",1964,Two Plus Two Publishing LLC,Religion
6611,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,"""Mark Leyner,Billy Goldberg""",2005,Three Rivers Press,Philosophy and psychology
18202,Christianity for Modern Pagans: Pascal's Pensées - Edited  Outlined & Explained,"""Peter Kreeft,Blaise Pascal""",2012,Ignatius Press,Technology
8810,A Clockwork Orange,"""Anthony Burgess,Blake Morrison""",1956,Penguin Classics,Philosophy and psychology
14616,The Leatherstocking Tales  Vol. 1: The Pioneers / The Last of the Mohicans / The Prairie,"""James Fenimore Cooper,Blake Nevius""",1988,Library of America,Religion
38288,The Leatherstocking Tales  Vol. 2: The Pathfinder / The Deerslayer,"""James Fenimore Cooper,Blake Nevius""",1965,Library of America,Science
20547,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,"""Abraham Lincoln,Bob Blaisdell""",2005,Dover Publications,History and geography
35451,The Wildlife of Star Wars,"""Terryl Whitlatch,Bob Carrau""",2021,Chronicle Books,Language
9920,In Cold Blood,"""Truman Capote,Bob Colacello""",1950,Modern Library,Literature
27347,Under the Sea Wind (Nature Classic),"""Rachel Carson,Bob Hines""",1981,Penguin,Language
32353,The New Mutants Classic  Vol. 1,"""Chris Claremont,Bob McLeod""",1994,Marvel,Literature
36244,The Secret on Ararat (Babylon Rising  #2),"""Tim LaHaye,Bob Phillips""",2000,Bantam,Technology
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,"""Gary Colombo,Bonnie Lisle""",1951,Bedford Books,Literature
4947,One Hundred Hungry Ants,"""Elinor J. Pinczes,Bonnie Mackain""",1962,HMH Books for Young Readers,History and geography
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,"""Lynne Truss,Bonnie Timmons""",1980,G.P. Putnam's Sons Books for Young Readers,Arts and recreation
13719,Cromartie High School  Vol. 06,"""Eiji Nonaka,Brendan Frayne""",2003,ADV Manga,Literature
13720,Cromartie High School  Vol. 05,"""Eiji Nonaka,Brendan Frayne""",1952,ADV Manga,Philosophy and psychology
13722,Cromartie High School  Vol. 01,"""Eiji Nonaka,Brendan Frayne""",1979,ADV Manga,Social sciences
13724,Cromartie High School  Vol. 02,"""Eiji Nonaka,Brendan Frayne""",1988,ADV Manga,Technology
44458,The Collected Dorothy Parker,"""Dorothy Parker,Brendan Gill""",1976,Penguin Classics,Language
33002,The Weekend Novelist,"""Robert J. Ray,Bret Norris""",1991,Billboard Books,Literature
13871,Magician: Apprentice (The Riftwar Saga  #1),"""Raymond E. Feist,Brett Booth""",2014,Dabel Brothers Productions,Technology
42728,Rover rettet Weihnachten.,"""Roddy Doyle,Brian Ajhar""",2013,Omnibus Hc Bei Bertelsmann,Literature
42714,The Giggler Treatment,"""Roddy Doyle,Brian Ajhar""",2016,Scholastic  Inc.,Religion
7807,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,"""Vladimir Nabokov,Brian Boyd""",2014,Library of America,Arts and recreation
8149,Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,"""Vladimir Nabokov,Brian Boyd""",2022,Library of America,Literature
44439,A Is for Abductive : The Language of the Emerging Church,"""Leonard Sweet,Brian D. McLaren""",2001,Zondervan,Language
24304,Poppy's Return,"""Avi,Brian Floca""",2014,HarperCollins,Philosophy and psychology
22436,The Meaning of Relativity (Science Library),"""Albert Einstein,Brian Greene""",1999,Princeton University Press,Science
45292,Walt Whitman: Words for America,"""Barbara Kerley,Brian Selznick""",1963,Scholastic Press,History and geography
16547,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,"""Colin Duriez,Brian Sibley""",2015,Baker Books,Literature
2706,Love Visions,"""Geoffrey Chaucer,Brian Stone""",2015,Penguin Classics,Technology
11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,"""Edward J. Larson,Brian Troxell""",1965,Harvard University Press,Arts and recreation
30053,Only the River Runs Free (The Galway Chronicles  #1),"""Bodie Thoene,Brock Thoene""",2000,Thomas Nelson,Technology
11373,Main Street,"""Sinclair Lewis,Brooke Allen""",1999,Barnes  Noble Classics,Literature
34153,Climb the Family Tree  Jesse Bear!,"""Nancy White Carlstrom,Bruce Degen""",1963,Aladdin,Religion
34154,What a Scare  Jesse Bear,"""Nancy White Carlstrom,Bruce Degen""",2015,Aladdin,Religion
28819,Writings 1902-1910: The Varieties of Religious Experience / Pragmatism / A Pluralistic Universe / The Meaning of Truth / Some Problems of Philosophy / Essays,"""William James,Bruce Kuklick""",1986,Library of America,Social sciences
29593,A Place So Foreign and Eight More,"""Cory Doctorow,Bruce Sterling""",1999,Four Walls Eight Windows Press,Literature
39106,Rosa,"""Nikki Giovanni,Bryan Collier""",2000,Henry Holt and Co. (BYR),Arts and recreation
21543,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),"""Michael Connelly,Buck Schirner""",1989,Brilliance Audio,Science
21581,Chance (Spenser  #23),"""Robert B. Parker,Burt Reynolds""",1958,Audio Literature,Literature
19179,Beowulf,"""Unknown,Burton Raffel""",1990,Signet Classics,History and geography
9826,Oh Rats! The Story of Rats and People,"""Albert Marrin,C.B. Mordan""",1984,Dutton Books for Young Readers,Technology
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,"""Plato,C.D.C. Reeve""",1988,Hackett Publishing Company  Inc.,Science
30294,Republic,"""Plato,C.D.C. Reeve""",1997,Hackett Publishing Company  Inc.,History and geography
1440,History of the Peloponnesian War: Bk. 1-2,"""Thucydides,C.F. Smith""",2008,Harvard University Press,Social sciences
1444,History of the Peloponnesian War: Bk. 5-6,"""Thucydides,C.F. Smith""",1959,Harvard University Press,Philosophy and psychology
1459,History of the Peloponnesian War  Bk. 7-8,"""Thucydides,C.F. Smith""",1979,Harvard University Press,Science
6541,Cause of Death (Kay Scarpetta  #7),"""Patricia Cornwell,C.J. Critt""",1976,Berkley Books,Religion
40338,Love Overboard,"""Janet Evanovich,C.J. Critt""",2005,HarperAudio,Social sciences
40339,The Rocky Road to Romance (Elsie Hawkins  #4),"""Janet Evanovich,C.J. Critt""",1992,HarperAudio,Language
40360,Metro Girl (Alex Barnaby  #1),"""Janet Evanovich,C.J. Critt""",1967,HarperAudio,Literature
1351,Statesman,"""Plato,C.J. Rowe""",1995,Hackett Publishing Company  Inc.,Arts and recreation
1328,Phaedrus,"""Plato,C.J. Rowe""",1970,Penguin Classics,Technology
12754,Swann's Way (Remembrance of Things Past  #1),"""Marcel Proust,C.K. Scott Moncrieff""",2008,IndyPublish.com,Language
12646,On Democracy & Education (Social Theory  Education & Cultural Change),"""Noam Chomsky,C.P. Otero""",1952,Routledge Falmer,Philosophy and psychology
13638,Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),"""Y�ko Kamio,神尾葉�""",1990,Glénat,Language
13639,Hana Yori Dango 3 (Boys Over Flowers  #3),"""Y�ko Kamio,神尾葉�""",1960,Glénat,Arts and recreation
13640,Hana Yori Dango 2 (Boys Over Flowers  #2),"""Y�ko Kamio,神尾葉�""",1996,Glénat,Literature
43779,Cántico de sangre (Crónicas Vampíricas  #10),"""Anne Rice,Camila Batlles""",1984,Ediciones B,Social sciences
5896,The Woman in White,"""Wilkie Collins,Camille Cauti""",1975,Barnes  Noble Classics,Social sciences
10593,The Shining,"""Stephen King,Campbell Scott""",2012,Simon & Schuster Audio,Language
12683,The Shining,"""Stephen King,Campbell Scott""",2009,Simon & Schuster Audio,Science
36402,The Governess; or  The Little Female Academy,"""Sarah Fielding,Candace Ward""",1972,Broadview Press Inc,Philosophy and psychology
16897,The Portable Thoreau,"""Henry David Thoreau,Carl Bode""",1992,Penguin Books,History and geography
2390,Moby-Dick,"""Herman Melville,Carl F. Hovde""",1973,Barnes  Noble Classics,Literature
12408,Passing,"""Nella Larsen,Carla Kaplan""",2013,W. W. Norton & Company,Philosophy and psychology
3938,Hyperion (Los Cantos de Hyperion  #1),"""Dan Simmons,Carlos Alberto Gardini""",1985,Ediciones B,Science
33029,Star Wars: Underworld - The Yavin Vassilika,"""Mike Kennedy,Carlos Meglia""",1992,Dark Horse Books,Technology
27618,Hasta que te encuentre,"""John Irving,Carlos Milla Soler""",2007,TusQuets,Philosophy and psychology
36340,Isabel: Princesa De Castilla  España  1466,"""Carolyn Meyer,Carme Camps Monf""",1996,Salamandra,History and geography
2186,The Family Idiot 5: Gustave Flaubert 1821-1857,"""Jean-Paul Sartre,Carol Cosman""",1988,University of Chicago Press,Religion
1893,Pride and Prejudice,"""Jane Austen,Carol Howard""",2010,Barnes  Noble Classics,Technology
45037,Mansfield Park,"""Jane Austen,Carol Shields""",2000,Modern Library,Literature
45066,The Mill on the Floss,"""George Eliot,Carol T. Christ""",1960,W. W. Norton & Company,Language
9143,Ballet Class,"""John Green,Caroline Denzler""",2013,Dover Publications,Literature
6138,The Moonstone,"""Wilkie Collins,Carolyn G. Heilbrun""",2011,Modern Library,Technology
15603,Varney's Pocket Midwife,"""Jan M. Kriebs,Carolyn L. Gegor""",1999,Jones & Bartlett Publishers,Arts and recreation
6540,Trace (Kay Scarpetta  #13),"""Patricia Cornwell,Carolyn McCormick""",1996,Penguin Audio,Philosophy and psychology
18816,Problems of Dostoevsky's Poetics,"""Mikhail Bakhtin,Caryl Emerson""",1965,University Of Minnesota Press,Philosophy and psychology
10772,Can't Wait to Get to Heaven,"""Fannie Flagg,Cassandra Campbell""",1951,Books on Tape,Religion
45217,Armadale,"""Wilkie Collins,Catharine Peters""",1978,Oxford University Press,Language
7366,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,"""Temple Grandin,Catherine Johnson""",2017,Harcourt,Technology
27779,Le Premier homme,"""Albert Camus,Catherine Camus""",2000,Gallimard,Literature
28028,Bengal Nights,"""Mircea Eliade,Catherine Spencer""",2022,University of Chicago Press,Technology
11106,Eat Right 4 Your Type,"""Peter J. D'Adamo,Catherine Whitney""",2019,Century,Language
8745,Desert Flower,"""Waris Dirie,Cathleen Miller""",2009,William Morrow Paperbacks,Language
6273,The Collected Poems of Wilfred Owen,"""Wilfred Owen,Cecil Day-Lewis""",1950,New Directions,Philosophy and psychology
1405,The Eclogues and The Georgics,"""Virgil,Cecil Day-Lewis""",2009,Oxford University Press,Arts and recreation
25743,The Slave,"""Isaac Bashevis Singer,Cecil Hemley""",1971,Farrar  Straus and Giroux,History and geography
18422,Gifted Hands: The Ben Carson Story,"""Ben Carson,Cecil Murphey""",1971,Zondervan,Language
4906,Heart of Darkness and Other Tales,"""Joseph Conrad,Cedric Watts""",1979,Oxford University Press,Literature
12195,Typhoon and Other Tales,"""Joseph Conrad,Cedric Watts""",1975,Oxford University Press,Arts and recreation
43219,Hegemony and Socialist Strategy: Towards a Radical Democratic Politics,"""Ernesto Laclau,Chantal Mouffe""",1951,Verso,Science
30812,Chew on This: Everything You Don't Want to Know About Fast Food,"""Eric Schlosser,Charles Wilson""",1961,Houghton Mifflin,Science
12564,Sometimes a Great Notion,"""Ken Kesey,Charles Bowden""",2012,Penguin Classics,Philosophy and psychology
41463,A Christmas Carol (Great Illustrated Classics),"""Malvina G. Vogel,Charles Dickens""",1968,Abdo Publishing Company,Philosophy and psychology
10552,The Wicked Wit of Charles Dickens,"""Shelley Klein,Charles Dickens""",1964,Michael O'Mara,Literature
24281,Les Misérables,"""Victor Hugo,Charles E. Wilbour""",2013,Modern Library,Language
9431,Chicago Stories,"""James T. Farrell,Charles Fanning""",1963,University of Illinois Press,Social sciences
41090,The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,"""Isaac Asimov,Charles G. Waugh""",2014,Running Press,Philosophy and psychology
12256,The Iliad  Books 8-9 (Classical Texts Series),"""Homer,Charles H. Wilson""",1992,Aris and Phillips,Arts and recreation
15824,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,"""Mark Zwonitzer,Charles Hirshberg""",2019,Simon  Schuster,Literature
35228,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),"""Robert Jordan,Charles Keegan""",1961,Starscape,Philosophy and psychology
35792,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,"""Gustave Le Bon,Charles Mackay""",1976,Wasendorf & Associates Inc,Language
24562,The Adventures of Baron Munchausen: The Illustrated Screenplay,"""Terry Gilliam,Charles McKeown""",2007,Rowman & Littlefield Publishers,Social sciences
2968,The Complete Short Stories of Mark Twain,"""Mark Twain,Charles Neider""",1981,Bantam Classics,History and geography
38750,The Complete Essays of Mark Twain,"""Mark Twain,Charles Neider""",1994,Da Capo Press,Social sciences
2971,The Autobiography of Mark Twain,"""Mark Twain,Charles Neider""",1957,Harper Perennial,Technology
17243,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,"""Bram Stoker,Charles Osborne""",2019,Taplinger Publ. Company,Technology
12746,Kingsblood Royal,"""Sinclair Lewis,Charles R. Johnson""",2016,Modern Library,Social sciences
18736,Going to Pieces Without Falling Apart: A Buddhist Perspective on Wholeness,"""Mark Epstein,Charlie Conrad""",2002,Harmony,Science
40335,Full Speed (Full  #3),"""Janet Evanovich,Charlotte Hughes""",1996,Headline,Literature
40343,The Full Box (Full  #1-4),"""Janet Evanovich,Charlotte Hughes""",1983,Macmillan Audio,Philosophy and psychology
40328,Full Blast (Full #4),"""Janet Evanovich,Charlotte Hughes""",1970,St. Martin's Paperbacks,Technology
4651,The Ernest Hemingway Audio Collection,"""Ernest Hemingway,Charlton Heston""",1962,Caedmon,Social sciences
30523,Jean-Paul Sartre: (The Giants of Philosophy),"""John Compton,Charlton Heston""",1979,Knowledge Products,Religion
8228,The First Four Years (Little House  #9),"""Laura Ingalls Wilder,Cherry Jones""",1956,HarperFestival,Arts and recreation
26979,Novels and Stories,"""Zora Neale Hurston,Cheryl A. Wall""",1987,Library of America,Arts and recreation
6624,It's Not Easy Being Green: And Other Things to Consider,"""Jim Henson,Cheryl Henson""",1975,Hyperion,Literature
22618,The Intelligence of Evil or the Lucidity Pact,"""Jean Baudrillard,Chris Turner""",1982,Bloomsbury Academic,Literature
44022,Full Circle: A South American Journey,"""Luis Sepúlveda,Chris Andrews""",1961,Lonely Planet,Science
23331,Letters to J. D. Salinger,"""Chris Kubica,Chris Kubica""",1984,University of Wisconsin Press,History and geography
16414,Joy in the Morning,"""P.G. Wodehouse,Chris Miller""",1977,BBC Audiobooks,History and geography
16963,The Hello  Goodbye Window,"""Norton Juster,Chris Raschka""",1979,Little  Brown Books for Young Readers,Religion
39470,Castle Diary: The Journal of Tobias Burgess,"""Richard Platt,Chris Riddell""",1961,Candlewick,Philosophy and psychology
11047,The Big Book of Boy Stuff,"""Bart King,Chris Sabatino""",2001,Gibbs Smith Publishers,Religion
44018,Historia de una Gaviota y del Gato Que le Enseñó a Volar,"""Luis Sepúlveda,Chris Sheban""",1980,Arthur A. Levine Books,Arts and recreation
37189,Mercy Watson Goes for a Ride,"""Kate DiCamillo,Chris Van Dusen""",1988,Candlewick Press,History and geography
37191,Mercy Watson to the Rescue,"""Kate DiCamillo,Chris Van Dusen""",2009,Candlewick Press,Technology
37195,Mercy Watson: Princess in Disguise,"""Kate DiCamillo,Chris Van Dusen""",1962,Candlewick Press,History and geography
43089,Industry and Empire: The Birth of the Industrial Revolution,"""Eric Hobsbawm,Chris Wrigley""",2004,The New Press,Technology
32075,The Woman Who Rode Away and Other Stories,"""D.H. Lawrence,Christa Jansohn""",2019,Cambridge University Press,Science
3825,Death in Holy Orders (Adam Dalgliesh  #11),"""P.D. James,Christa Seibicke""",2020,Fawcett Books,Philosophy and psychology
3799,The Dolls' House,"""Rumer Godden,Christian Birmingham""",1968,Macmillan,Language
30587,Inconceivable: A Woman's Triumph Over Despair and Statistics,"""Julia Indichova,Christiane Northrup""",1960,Harmony,Literature
28486,Beyond Death: The Gates of Consciousness,"""Stanislav Grof,Christina Grof""",1957,Thames & Hudson,Arts and recreation
15232,The Lord of the Rings: A Reader's Companion,"""Wayne G. Hammond,Christina Scull""",2010,Houghton Mifflin Harcourt,Language
17250,The Crucible,"""Arthur Miller,Christopher Bigsby""",2007,Penguin Books,Arts and recreation
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,"""Douglas Adams,Christopher Cerf""",2014,Turtleback Books,Social sciences
34050,A Collection of Rudyard Kipling's Just So Stories,"""Rudyard Kipling,Christopher Corr""",2001,Candlewick,Science
8004,A Redwall Winter's Tale,"""Brian Jacques,Christopher Denise""",1971,Puffin,Religion
30298,The Symposium,"""Plato,Christopher Gill""",1979,Penguin Classics,Religion
5479,Brave New World / Brave New World Revisited,"""Aldous Huxley,Christopher Hitchens""",1955,Harper Perennial Modern Classics,Technology
5480,Brave New World and Brave New World Revisited,"""Aldous Huxley,Christopher Hitchens""",1965,HarperCollins,Technology
